95%up,95%down,90%up,90%down,80%up,80%down,70%up,70%down,60%up,60%down,50%up,50%down,40%up,40%down,30%up,30%down,20%up,20%down,10%up,10%down,true
156.57828914457227,82.14107053526763,150.97548774387192,87.74387193596797,144.072036018009,94.24712356178088,139.3696848424212,98.74937468734366,135.46773386693346,102.35117558779389,132.16608304152075,105.45272636318158,129.06453226613306,108.35417708854426,126.26313156578288,111.05552776388194,123.56178089044522,113.55677838919459,121.06053026513256,116.15807903951975,113.112
134.16708354177086,64.03201600800399,130.86543271635816,69.93496748374187,127.26363181590794,77.33866933466733,124.66233116558278,82.84142071035517,122.46123061530764,87.44372186093047,120.36018009004502,91.54577288644322,118.25912956478238,95.14757378689345,115.95797898949473,98.54927463731865,113.55677838919459,101.85092546273135,110.75537768884442,104.95247623811905,96.82
141.1705852926463,48.42421210605303,134.6673336668334,55.12756378189094,127.06353176588293,63.431715857928964,121.7608804402201,69.43471735867934,117.45872936468233,74.53726863431716,113.6568284142071,79.03951975987994,110.15507753876938,83.2416208104052,106.85342671335667,87.04352176088044,103.65182591295647,90.64532266133065,100.55027513756878,94.14707353676837,95.062
123.3616808404202,45.42271135567783,116.25812906453226,50.32516258129064,107.05352676338168,56.0280140070035,100.15007503751875,59.829914957478735,94.74737368684342,62.83141570785392,90.44522261130565,65.43271635817908,86.94347173586793,67.83391695847924,83.94197098549274,70.13506753376689,81.24062031015507,72.33616808404201,78.83941970985492,74.43721860930465,90.618
138.16908454227112,55.22761380690345,133.56678339169585,61.63081540770385,127.86393196598299,69.23461730865432,123.66183091545773,74.53726863431716,120.0600300150075,78.93946973486743,116.55827913956978,82.84142071035517,113.25662831415707,86.4432216108054,109.95497748874436,89.94497248624312,106.55327663831915,93.34667333666833,103.25162581290644,96.64832416208104,96.733
131.5657828914457,56.52826413206603,125.66283141570784,63.63181590795397,118.5592796398199,70.5352676338169,113.6568284142071,74.33716858429214,109.55477738869433,77.03851925962981,105.95297648824412,79.33966983491746,102.65132566283141,81.54077038519259,99.44972486243121,83.64182091045522,96.34817408704352,85.74287143571786,93.34667333666833,88.144072036018,85.804
114.45722861430714,33.51675837918959,108.25412706353175,39.11955977988994,100.8504252126063,45.92296148074037,95.74787393696847,50.72536268134067,91.54577288644322,54.62731365682841,87.94397198599299,58.12906453226613,84.64232116058028,61.33066533266633,81.54077038519259,64.33216608304151,78.63931965982991,67.3336668334167,75.73786893446723,70.13506753376689,70.752
88.54427213606803,9.204602301150574,83.84192096048024,14.707353676838418,77.83891945972987,22.511255627813906,73.23661830915458,28.114057028514257,69.13456728364181,32.51625812906453,65.43271635817908,36.118059029514754,61.830915457728864,39.319659829914954,58.62931465732866,42.12106053026513,55.62781390695347,44.922461230615305,52.72636318159079,47.52376188094047,50.089
76.33816908454227,6.703351675837919,71.83591795897948,11.005502751375687,66.43321660830415,17.10855427713857,62.53126563281641,21.810905452726363,59.329664832416206,25.712856428214106,56.42821410705352,29.214607303651825,53.82691345672836,32.416208104052025,51.2256128064032,35.41770885442721,48.624312156078034,38.21910955477739,46.123061530765376,41.02051025512756,43.904
79.53976988494247,4.702351175587793,73.43671835917958,8.404202101050524,66.33316658329164,14.207103551775887,61.53076538269134,18.90945472736368,57.6288144072036,22.811405702851424,54.32716358179089,26.313156578289142,51.325662831415706,29.514757378689342,48.52426213106553,32.51625812906453,45.82291145572786,35.317658829414704,43.12156078039019,38.019009504752376,36.146
69.73486743371686,4.702351175587793,64.63231615807904,8.204102051025512,58.72936468234116,13.706853426713355,54.82741370685342,18.009004502251123,51.62581290645322,21.710855427713856,48.82441220610305,24.81240620310155,46.32316158079039,27.71385692846423,44.02201100550275,30.315157578789393,41.720860430215104,32.816408204102046,39.51975987993997,35.11755877938969,37.512
87.54377188594296,10.905452726363182,81.04052026013007,15.807903951975987,73.43671835917958,21.910955477738867,68.23411705852926,26.313156578289142,64.1320660330165,29.81490745372686,60.43021510755377,32.91645822911455,57.22861430715357,35.71785892946473,54.227113556778384,38.4192096048024,51.325662831415706,41.02051025512756,48.624312156078034,43.621810905452726,42.543
86.14307153576787,5.102551275637818,78.63931965982991,8.404202101050524,69.83491745872936,13.30665332666333,64.1320660330165,17.30865432716358,60.03001500750375,20.910455227613806,56.628314157078535,24.51225612806403,53.62681340670335,28.114057028514257,50.82541270635318,31.815907953976986,48.124062031015505,35.617808904452225,45.322661330665326,39.11955977988994,41.524
96.1480740370185,22.91145572786393,91.14557278639319,28.414207103551774,85.04252126063031,34.817408704352175,80.64032016008004,39.319659829914954,76.9384692346173,42.92146073036518,73.6368184092046,46.023011505752876,70.5352676338169,48.924462231115555,67.63381690845422,51.72586293146573,64.83241620810405,54.32716358179089,62.13106553276638,57.02851425712856,53.991
96.64832416208104,16.50825412706353,91.04552276138068,21.910955477738867,83.74187093546773,28.314157078539267,78.13906953476737,32.816408204102046,73.33666833416707,36.418209104552275,69.13456728364181,39.51975987993997,65.43271635817908,42.42121060530265,62.03101550775387,45.222611305652826,58.82941470735367,47.92396198099049,55.92796398199099,50.525262631315655,62.132
94.84742371185592,20.71035517758879,88.144072036018,25.31265632816408,80.24012006003001,30.61530765382691,74.93746873436717,34.41720860430215,70.73536768384191,37.61880940470235,67.13356678339169,40.52026013006503,63.93196598299149,43.12156078039019,61.030515257628814,45.722861430715355,58.32916458229114,48.22411205602801,55.72786393196598,50.72536268134067,49.501
85.64282141070535,9.304652326163081,80.24012006003001,13.406703351675837,73.53676838419209,18.70935467733867,68.63431715857928,22.711355677838917,64.33216608304151,26.213106553276635,60.330165082541264,29.31465732866433,56.72836418209104,32.31615807903952,53.22661330665332,35.317658829414704,50.02501250625313,38.21910955477739,46.92346173086543,41.12056028014007,46.733
104.152076038019,17.008504252126063,98.84942471235617,22.611305652826413,92.64632316158078,31.515757878939468,88.34417208604302,40.920460230115054,84.74237118559279,48.32416208104052,81.6408204102051,53.32666333166583,78.83941970985492,57.12856428214107,76.13806903451726,60.43021510755377,73.6368184092046,63.33166583291646,71.03551775887944,66.03301650825412,54.902
106.35317658829415,19.409704852426213,99.54977488744372,25.6128064032016,91.54577288644322,33.31665832916458,86.14307153576787,38.71935967983992,81.84092046023011,43.12156078039019,78.03901950975487,46.92346173086543,74.63731865932967,50.42521260630315,71.43571785892946,53.726863431715856,68.43421710855428,56.82841420710355,65.53276638319159,59.72986493246623,58.489
94.24712356178088,6.603301650825412,88.144072036018,10.205102551275637,80.64032016008004,15.20760380190095,75.2376188094047,18.90945472736368,70.33516758379189,22.11105552776388,65.53276638319159,25.112556278139067,60.53026513256628,28.01400700350175,55.22761380690345,30.915457728864432,49.82491245622811,33.91695847923962,45.02251125562781,37.218609304652325,53.285
88.0440220110055,15.807903951975987,83.2416208104052,21.31065532766383,77.43871935967984,28.114057028514257,73.43671835917958,33.01650825412706,70.13506753376689,37.01850925462731,67.2336168084042,40.62031015507753,64.63231615807904,43.82191095547773,62.03101550775387,46.72336168084042,59.529764882441214,49.52476238119059,57.12856428214107,52.22611305652826,47.35
76.73836918459229,3.5017508754377187,70.93546773386693,6.3031515757878935,63.831915957978985,10.605302651325662,58.62931465732866,14.207103551775887,54.32716358179089,17.408704352176088,50.32516258129064,20.310155077538766,46.72336168084042,23.11155577788894,43.321660830415205,25.81290645322661,40.0200100050025,28.614307153576785,37.01850925462731,31.315657828914457,35.947
72.63631815907954,3.601800900450225,67.83391695847924,6.803401700850425,62.13106553276638,12.606303151575787,58.32916458229114,17.508754377188595,55.12756378189094,21.910955477738867,52.32616308154077,25.712856428214106,49.82491245622811,29.214607303651825,47.42371185592796,32.31615807903952,45.02251125562781,35.11755877938969,42.62131065532766,37.81890945472736,35.829
75.2376188094047,6.003001500750375,70.03501750875438,10.105052526263131,63.93196598299149,16.008004002000998,59.62981490745372,20.51025512756378,56.22811405702851,24.312156078039017,53.32666333166583,27.513756878439217,50.62531265632816,30.515257628814407,48.024012006003,33.31665832916458,45.62281140570285,35.91795897948974,43.12156078039019,38.4192096048024,35.581
67.93396698349174,5.802901450725362,64.232116058029,9.6048024012006,59.72986493246623,14.90745372686343,56.52826413206603,19.009504752376188,53.726863431715856,22.611305652826413,51.2256128064032,25.712856428214106,48.72436218109054,28.614307153576785,46.32316158079039,31.41570785392696,43.92196098049024,34.017008504252125,41.52076038019009,36.61830915457729,37.225
76.8384192096048,6.3031515757878935,70.83541770885442,9.904952476238119,63.831915957978985,14.607303651825912,58.92946473236618,18.10905452726363,54.92746373186593,21.110555277638817,51.325662831415706,23.911955977988992,48.124062031015505,26.41320660330165,45.02251125562781,29.01450725362681,42.12106053026513,31.515757878939468,39.319659829914954,34.11705852926463,36.418
75.03751875937968,6.603301650825412,67.63381690845422,10.705352676338169,59.72986493246623,16.108054027013505,54.72736368184092,19.90995497748874,50.92546273136568,23.011505752876438,47.823911955977984,25.712856428214106,45.222611305652826,28.01400700350175,42.72136068034017,30.215107553776885,40.52026013006503,32.31615807903952,38.4192096048024,34.41720860430215,38.333
75.63781890945472,3.5017508754377187,68.8344172086043,6.203101550775387,60.53026513256628,10.705352676338169,54.82741370685342,14.307153576788393,50.225112556278134,17.408704352176088,46.523261630815405,20.210105052526263,43.2216108054027,22.811405702851424,40.22011005502751,25.31265632816408,37.51875937968984,27.71385692846423,34.91745872936468,30.115057528764382,37.298
95.14757378689345,22.31115557778889,90.34517258629315,26.91345672836418,84.54227113556777,32.61630815407704,80.24012006003001,36.71835917958979,76.63831915957978,40.22011005502751,73.33666833416707,43.321660830415205,70.03501750875438,46.22311155577788,66.93346673336669,49.12456228114057,63.831915957978985,52.02601300650325,60.73036518259129,54.92746373186593,56.762
96.1480740370185,14.007003501750875,90.44522261130565,19.809904952476238,83.54177088544272,27.113556778389192,78.73936968484242,32.31615807903952,74.73736868434217,36.51825912956478,71.23561780890445,40.32016008004002,68.03401700850425,43.72186093046523,64.93246623311656,46.92346173086543,61.830915457728864,50.02501250625313,58.92946473236618,53.12656328164082,56.561
105.95297648824412,31.015507753876935,99.94997498749375,36.418209104552275,93.04652326163081,42.92146073036518,88.24412206103051,47.42371185592796,84.44222111055527,51.025512756378184,81.14057028514257,54.227113556778384,78.13906953476737,57.12856428214107,75.3376688344172,59.92996498249124,72.63631815907954,62.53126563281641,70.03501750875438,65.13256628314157,69.6
114.45722861430714,41.220610305152576,109.15457728864432,48.024012006003,103.05152576288144,56.42821410705352,98.94947473736867,62.13106553276638,95.74787393696847,66.43321660830415,92.9464732366183,69.83491745872936,90.54527263631816,72.73636818409204,88.24412206103051,75.2376188094047,86.04302151075537,77.63881940970485,83.94197098549274,79.83991995997998,71.736
