DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-12-12 00:00:00,4.1,10670.4,90,-10.9,58,848
2021-12-12 00:15:00,4.3,10789.8,90,-11.1,58,848
2021-12-12 00:30:00,4.5,10836.0,90,-11.2,59,848
2021-12-12 00:45:00,4.7,10882.8,90,-11.4,59,847
2021-12-12 01:00:00,4.9,10929.0,90,-11.5,60,847
2021-12-12 01:15:00,5.1,11135.4,90,-11.6,60,847
2021-12-12 01:30:00,5.3,11502.0,90,-11.7,59,847
2021-12-12 01:45:00,5.6,11868.0,90,-11.7,59,847
2021-12-12 02:00:00,5.8,12234.6,90,-11.8,58,847
2021-12-12 02:15:00,5.9,12823.2,90,-11.8,58,847
2021-12-12 02:30:00,5.9,13633.8,90,-11.9,57,847
2021-12-12 02:45:00,6.0,14444.4,90,-11.9,56,846
2021-12-12 03:00:00,6.0,15255.0,90,-12.0,55,846
2021-12-12 03:15:00,6.0,15892.2,90,-12.0,55,846
2021-12-12 03:30:00,6.0,16356.0,90,-12.1,54,846
2021-12-12 03:45:00,6.0,16819.2,90,-12.1,53,846
2021-12-12 04:00:00,6.0,17283.0,90,-12.2,52,846
2021-12-12 04:15:00,6.0,17739.6,90,-12.2,52,846
2021-12-12 04:30:00,6.0,18189.6,90,-12.3,52,846
2021-12-12 04:45:00,6.1,18639.0,90,-12.4,51,845
2021-12-12 05:00:00,6.1,19089.0,90,-12.5,51,845
2021-12-12 05:15:00,6.0,19276.8,90,-12.6,51,845
2021-12-12 05:30:00,5.9,19201.8,90,-12.7,51,845
2021-12-12 05:45:00,5.8,19126.8,90,-12.8,52,845
2021-12-12 06:00:00,5.7,19051.8,90,-12.9,52,845
2021-12-12 06:15:00,5.5,18814.2,90,-12.9,52,845
2021-12-12 06:30:00,5.4,18412.8,90,-12.9,52,845
2021-12-12 06:45:00,5.2,18012.0,90,-12.9,51,845
2021-12-12 07:00:00,5.1,17610.6,90,-12.9,51,845
2021-12-12 07:15:00,5.0,17207.4,90,-12.9,51,845
2021-12-12 07:30:00,4.9,16801.8,90,-12.9,50,845
2021-12-12 07:45:00,4.8,16396.2,90,-12.8,50,845
2021-12-12 08:00:00,4.7,15990.6,90,-12.8,49,845
2021-12-12 08:15:00,4.6,15586.8,90,-12.8,49,845
2021-12-12 08:30:00,4.6,15184.8,90,-12.7,49,845
2021-12-12 08:45:00,4.5,14783.4,90,-12.7,50,845
2021-12-12 09:00:00,4.5,14381.4,90,-12.6,50,845
2021-12-12 09:15:00,4.5,14079.6,90,-12.3,49,845
2021-12-12 09:30:00,4.5,13877.4,90,-11.7,48,845
2021-12-12 09:45:00,4.4,13675.8,90,-11.0,46,844
2021-12-12 10:00:00,4.4,13473.6,90,-10.4,45,844
2021-12-12 10:15:00,4.4,13171.8,90,-9.6,43,844
2021-12-12 10:30:00,4.4,12769.8,90,-8.7,41,844
2021-12-12 10:45:00,4.3,12368.4,90,-7.8,39,844
2021-12-12 11:00:00,4.3,11966.4,90,-6.9,37,844
2021-12-12 11:15:00,4.2,11422.8,90,-6.1,35,844
2021-12-12 11:30:00,4.1,10737.6,90,-5.4,34,844
2021-12-12 11:45:00,4.0,10052.4,90,-4.7,33,843
2021-12-12 12:00:00,3.9,9367.2,90,-4.0,32,843
2021-12-12 12:15:00,3.8,8577.6,90,-3.4,31,843
2021-12-12 12:30:00,3.7,7684.2,90,-3.0,30,843
2021-12-12 12:45:00,3.6,6790.8,90,-2.6,29,842
2021-12-12 13:00:00,3.5,5897.4,90,-2.2,28,842
2021-12-12 13:15:00,3.4,5133.0,90,-1.9,28,842
2021-12-12 13:30:00,3.3,4497.6,90,-1.6,27,842
2021-12-12 13:45:00,3.2,3862.2,90,-1.3,26,841
2021-12-12 14:00:00,3.1,3226.8,90,-1.0,25,841
2021-12-12 14:15:00,3.0,2654.4,94,-0.8,25,841
2021-12-12 14:30:00,2.9,2143.8,101,-0.6,25,841
2021-12-12 14:45:00,2.8,1633.2,109,-0.5,24,841
2021-12-12 15:00:00,2.7,1122.6,116,-0.3,24,841
2021-12-12 15:15:00,2.6,877.2,124,-0.2,24,841
2021-12-12 15:30:00,2.7,896.4,131,-0.1,24,841
2021-12-12 15:45:00,2.8,916.2,139,0.0,24,841
2021-12-12 16:00:00,2.9,935.4,146,0.1,24,841
2021-12-12 16:15:00,3.0,1111.8,154,0.0,24,841
2021-12-12 16:30:00,3.3,1445.4,161,-0.2,25,841
2021-12-12 16:45:00,3.5,1778.4,169,-0.4,26,840
2021-12-12 17:00:00,3.8,2112.0,176,-0.6,27,840
2021-12-12 17:15:00,3.9,2454.6,180,-1.1,28,840
2021-12-12 17:30:00,3.8,2805.6,180,-1.9,30,840
2021-12-12 17:45:00,3.7,3156.6,180,-2.6,33,840
2021-12-12 18:00:00,3.6,3507.6,180,-3.4,35,840
2021-12-12 18:15:00,3.6,3629.4,180,-4.1,37,840
2021-12-12 18:30:00,3.5,3521.4,180,-4.6,39,840
2021-12-12 18:45:00,3.5,3413.4,180,-5.1,41,840
2021-12-12 19:00:00,3.4,3305.4,180,-5.6,43,840
2021-12-12 19:15:00,3.4,3225.6,180,-5.9,44,840
2021-12-12 19:30:00,3.3,3174.0,180,-6.0,44,840
2021-12-12 19:45:00,3.2,3122.4,180,-6.1,45,840
2021-12-12 20:00:00,3.1,3070.8,180,-6.2,45,840
2021-12-12 20:15:00,3.0,2980.8,184,-6.5,45,840
2021-12-12 20:30:00,2.7,2851.8,191,-6.8,46,840
2021-12-12 20:45:00,2.5,2723.4,199,-7.1,47,840
2021-12-12 21:00:00,2.2,2594.4,206,-7.4,48,840
2021-12-12 21:15:00,2.0,2484.6,218,-7.7,48,840
2021-12-12 21:30:00,1.9,2392.8,233,-7.8,48,840
2021-12-12 21:45:00,1.8,2301.0,248,-7.9,48,839
2021-12-12 22:00:00,1.7,2209.2,263,-8.0,48,839
2021-12-12 22:15:00,1.7,2122.8,274,-8.1,48,839
2021-12-12 22:30:00,1.9,2041.8,281,-8.2,48,839
2021-12-12 22:45:00,2.0,1961.4,289,-8.3,47,839
2021-12-12 23:00:00,2.2,1880.4,296,-8.4,47,839
2021-12-12 23:15:00,2.3,1856.4,300,-8.6,47,839
2021-12-12 23:30:00,2.4,1889.4,300,-8.8,47,839
2021-12-12 23:45:00,2.5,1922.4,300,-8.9,48,839
