DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-11-11 00:00:00,2.9,3894.0,300,-7.4,44,846
2021-11-11 00:15:00,2.9,3479.0,296,-7.4,44,846
2021-11-11 00:30:00,2.8,3050.0,289,-7.5,44,846
2021-11-11 00:45:00,2.7,2621.0,281,-7.5,44,846
2021-11-11 01:00:00,2.6,2192.0,274,-7.6,44,846
2021-11-11 01:15:00,2.6,2125.0,270,-7.5,44,846
2021-11-11 01:30:00,2.6,2420.0,270,-7.2,43,846
2021-11-11 01:45:00,2.6,2715.0,270,-6.9,42,846
2021-11-11 02:00:00,2.6,3010.0,270,-6.6,41,846
2021-11-11 02:15:00,2.5,2983.0,274,-6.5,40,846
2021-11-11 02:30:00,2.4,2632.0,281,-6.5,40,846
2021-11-11 02:45:00,2.3,2282.0,289,-6.6,41,845
2021-11-11 03:00:00,2.2,1931.0,296,-6.6,41,845
2021-11-11 03:15:00,2.1,1779.0,304,-6.6,41,845
2021-11-11 03:30:00,2.1,1824.0,311,-6.6,41,845
2021-11-11 03:45:00,2.1,1869.0,319,-6.7,40,845
2021-11-11 04:00:00,2.1,1914.0,326,-6.7,40,845
2021-11-11 04:15:00,2.2,2013.0,334,-6.9,41,845
2021-11-11 04:30:00,2.4,2166.0,341,-7.3,42,845
2021-11-11 04:45:00,2.5,2320.0,349,-7.8,43,845
2021-11-11 05:00:00,2.7,2473.0,356,-8.2,44,845
2021-11-11 05:15:00,2.8,3258.0,4,-8.6,46,845
2021-11-11 05:30:00,2.8,4674.0,11,-8.9,47,845
2021-11-11 05:45:00,2.9,6090.0,19,-9.3,48,844
2021-11-11 06:00:00,2.9,7506.0,26,-9.6,49,844
2021-11-11 06:15:00,3.0,8219.0,30,-9.9,49,844
2021-11-11 06:30:00,3.2,8229.0,30,-10.0,49,844
2021-11-11 06:45:00,3.3,8239.0,30,-10.1,49,844
2021-11-11 07:00:00,3.5,8249.0,30,-10.2,49,844
2021-11-11 07:15:00,3.7,8327.0,38,-10.3,49,844
2021-11-11 07:30:00,3.9,8473.0,53,-10.4,49,844
2021-11-11 07:45:00,4.2,8618.0,68,-10.5,48,844
2021-11-11 08:00:00,4.4,8764.0,83,-10.6,48,844
2021-11-11 08:15:00,4.5,9157.0,90,-10.4,47,844
2021-11-11 08:30:00,4.4,9798.0,90,-10.1,45,844
2021-11-11 08:45:00,4.3,10439.0,90,-9.8,43,844
2021-11-11 09:00:00,4.2,11080.0,90,-9.5,41,844
2021-11-11 09:15:00,4.2,11868.0,90,-8.9,38,844
2021-11-11 09:30:00,4.2,12803.0,90,-7.9,35,844
2021-11-11 09:45:00,4.2,13738.0,90,-6.9,32,844
2021-11-11 10:00:00,4.2,14673.0,90,-5.9,29,844
2021-11-11 10:15:00,4.2,15329.0,90,-4.8,26,844
2021-11-11 10:30:00,4.3,15706.0,90,-3.6,24,844
2021-11-11 10:45:00,4.4,16083.0,90,-2.5,21,844
2021-11-11 11:00:00,4.5,16460.0,90,-1.3,19,844
2021-11-11 11:15:00,4.5,16178.0,90,-0.4,18,844
2021-11-11 11:30:00,4.4,15237.0,90,0.2,17,844
2021-11-11 11:45:00,4.3,14296.0,90,0.8,16,844
2021-11-11 12:00:00,4.2,13355.0,90,1.4,15,844
2021-11-11 12:15:00,4.2,12524.0,90,1.9,15,844
2021-11-11 12:30:00,4.1,11805.0,90,2.2,15,844
2021-11-11 12:45:00,4.1,11085.0,90,2.5,16,843
2021-11-11 13:00:00,4.0,10366.0,90,2.8,16,843
2021-11-11 13:15:00,4.0,9676.0,90,3.0,16,843
2021-11-11 13:30:00,3.9,9016.0,90,3.3,15,843
2021-11-11 13:45:00,3.9,8355.0,90,3.6,15,842
2021-11-11 14:00:00,3.8,7695.0,90,3.9,14,842
2021-11-11 14:15:00,3.8,7210.0,90,4.1,14,842
2021-11-11 14:30:00,3.8,6899.0,90,4.3,14,842
2021-11-11 14:45:00,3.7,6588.0,90,4.5,13,842
2021-11-11 15:00:00,3.7,6277.0,90,4.7,13,842
2021-11-11 15:15:00,3.7,6014.0,94,4.8,13,842
2021-11-11 15:30:00,3.7,5800.0,101,4.9,13,842
2021-11-11 15:45:00,3.6,5585.0,109,4.9,12,841
2021-11-11 16:00:00,3.6,5371.0,116,5.0,12,841
2021-11-11 16:15:00,3.6,5280.0,120,4.9,12,841
2021-11-11 16:30:00,3.7,5312.0,120,4.8,12,841
2021-11-11 16:45:00,3.7,5344.0,120,4.7,13,841
2021-11-11 17:00:00,3.8,5376.0,120,4.6,13,841
2021-11-11 17:15:00,3.8,5732.0,120,4.2,13,841
2021-11-11 17:30:00,3.7,6412.0,120,3.6,14,841
2021-11-11 17:45:00,3.7,7093.0,120,3.1,15,841
2021-11-11 18:00:00,3.6,7773.0,120,2.5,16,841
2021-11-11 18:15:00,3.6,8090.0,120,1.9,17,841
2021-11-11 18:30:00,3.5,8043.0,120,1.2,18,841
2021-11-11 18:45:00,3.5,7997.0,120,0.5,20,842
2021-11-11 19:00:00,3.4,7950.0,120,-0.2,21,842
2021-11-11 19:15:00,3.4,7879.0,120,-0.5,22,842
2021-11-11 19:30:00,3.4,7783.0,120,-0.5,22,842
2021-11-11 19:45:00,3.4,7688.0,120,-0.6,22,842
2021-11-11 20:00:00,3.4,7592.0,120,-0.6,22,842
2021-11-11 20:15:00,3.2,7866.0,120,-0.8,22,842
