DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-12-18 00:00:00,9.1,85340.0,270,-10.0,70,847
2021-12-18 00:15:00,9.1,85070.0,270,-10.0,70,847
2021-12-18 00:30:00,9.1,84770.0,270,-10.1,70,847
2021-12-18 00:45:00,9.0,84420.0,270,-10.2,70,847
2021-12-18 01:00:00,9.0,83960.0,270,-10.3,70,847
2021-12-18 01:15:00,9.0,84350.0,270,-10.3,70,847
2021-12-18 01:30:00,9.0,85560.0,270,-10.4,70,847
2021-12-18 01:45:00,9.0,87720.0,270,-10.4,69,847
2021-12-18 02:00:00,9.0,88960.0,270,-10.5,69,847
2021-12-18 02:15:00,9.0,89430.0,270,-10.5,69,847
2021-12-18 02:30:00,8.9,89140.0,270,-10.6,69,847
2021-12-18 02:45:00,8.8,89050.0,270,-10.6,68,846
2021-12-18 03:00:00,8.7,93320.0,270,-10.7,68,846
2021-12-18 03:15:00,8.6,102020.0,274,-10.7,68,846
2021-12-18 03:30:00,8.5,115190.0,281,-10.7,68,846
2021-12-18 03:45:00,8.4,124440.0,289,-10.7,67,846
2021-12-18 04:00:00,8.3,129700.0,296,-10.7,67,846
2021-12-18 04:15:00,8.3,130910.0,300,-10.7,67,846
2021-12-18 04:30:00,8.2,132200.0,300,-10.8,67,846
2021-12-18 04:45:00,8.1,133510.0,300,-10.8,67,845
2021-12-18 05:00:00,8.0,131460.0,300,-10.9,67,845
2021-12-18 05:15:00,8.0,124760.0,300,-10.9,67,845
2021-12-18 05:30:00,8.0,113380.0,300,-10.9,67,845
2021-12-18 05:45:00,7.9,103950.0,300,-11.0,67,845
2021-12-18 06:00:00,7.9,98990.0,300,-11.0,67,845
2021-12-18 06:15:00,7.9,98630.0,300,-11.0,67,845
2021-12-18 06:30:00,7.9,99640.0,300,-11.0,67,845
2021-12-18 06:45:00,7.8,100660.0,300,-11.1,66,846
2021-12-18 07:00:00,7.8,101690.0,300,-11.1,66,846
2021-12-18 07:15:00,7.8,102700.0,300,-11.1,66,846
2021-12-18 07:30:00,7.8,103680.0,300,-11.1,66,846
2021-12-18 07:45:00,7.7,103700.0,300,-11.1,65,846
2021-12-18 08:00:00,7.7,102770.0,300,-11.1,65,846
2021-12-18 08:15:00,7.8,100910.0,300,-11.1,65,846
2021-12-18 08:30:00,7.9,100010.0,300,-11.2,65,846
2021-12-18 08:45:00,8.0,100090.0,300,-11.2,65,846
2021-12-18 09:00:00,8.1,102160.0,300,-11.3,65,846
2021-12-18 09:15:00,8.3,105710.0,296,-11.2,64,846
2021-12-18 09:30:00,8.4,111640.0,289,-10.9,63,846
2021-12-18 09:45:00,8.6,119350.0,281,-10.6,61,847
2021-12-18 10:00:00,8.7,129370.0,274,-10.3,60,847
2021-12-18 10:15:00,8.9,140770.0,270,-9.9,58,847
2021-12-18 10:30:00,9.1,152140.0,270,-9.4,56,847
2021-12-18 10:45:00,9.3,160080.0,270,-8.8,53,846
2021-12-18 11:00:00,9.5,163240.0,270,-8.3,51,846
2021-12-18 11:15:00,9.6,164060.0,270,-7.8,49,846
2021-12-18 11:30:00,9.7,162520.0,270,-7.3,47,846
2021-12-18 11:45:00,9.7,160060.0,270,-6.8,46,846
2021-12-18 12:00:00,9.8,158560.0,270,-6.3,44,846
2021-12-18 12:15:00,9.8,159460.0,270,-5.9,42,846
2021-12-18 12:30:00,9.9,162750.0,270,-5.5,41,846
2021-12-18 12:45:00,10.0,167430.0,270,-5.1,40,845
2021-12-18 13:00:00,10.1,172460.0,270,-4.7,39,845
2021-12-18 13:15:00,10.2,177260.0,270,-4.4,38,845
2021-12-18 13:30:00,10.3,181830.0,270,-4.1,37,845
2021-12-18 13:45:00,10.4,186130.0,270,-3.8,36,844
2021-12-18 14:00:00,10.5,189950.0,270,-3.5,35,844
2021-12-18 14:15:00,10.4,193050.0,270,-3.3,35,844
2021-12-18 14:30:00,10.3,195450.0,270,-3.2,34,844
2021-12-18 14:45:00,10.2,197240.0,270,-3.0,34,844
2021-12-18 15:00:00,10.1,198370.0,270,-2.9,33,844
2021-12-18 15:15:00,10.0,198640.0,270,-2.8,33,844
2021-12-18 15:30:00,9.9,198060.0,270,-2.8,33,844
2021-12-18 15:45:00,9.8,196760.0,270,-2.7,32,843
2021-12-18 16:00:00,9.7,191980.0,270,-2.7,32,843
2021-12-18 16:15:00,9.5,183560.0,270,-2.8,33,843
