DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-12-19 00:00:00,10.4,98780.0,270,-8.9,51,842
2021-12-19 00:15:00,10.4,98956.0,270,-8.9,51,842
2021-12-19 00:30:00,10.5,98618.0,270,-9.0,50,842
2021-12-19 00:45:00,10.5,98280.0,270,-9.0,50,842
2021-12-19 01:00:00,10.6,97943.0,270,-9.1,49,842
2021-12-19 01:15:00,10.6,97386.0,270,-9.1,49,842
2021-12-19 01:30:00,10.6,96612.0,270,-9.2,48,842
2021-12-19 01:45:00,10.7,95838.0,270,-9.2,48,841
2021-12-19 02:00:00,10.7,95064.0,270,-9.3,47,841
2021-12-19 02:15:00,10.6,94446.0,270,-9.3,47,841
2021-12-19 02:30:00,10.3,93983.0,270,-9.4,46,841
2021-12-19 02:45:00,10.0,93520.0,270,-9.5,46,841
2021-12-19 03:00:00,9.7,93057.0,270,-9.6,45,841
2021-12-19 03:15:00,9.4,92692.0,274,-9.6,45,841
2021-12-19 03:30:00,9.1,92425.0,281,-9.6,45,841
2021-12-19 03:45:00,8.9,92156.0,289,-9.7,45,840
2021-12-19 04:00:00,8.6,91889.0,296,-9.7,45,840
2021-12-19 04:15:00,8.4,91781.0,300,-9.7,45,840
2021-12-19 04:30:00,8.2,91833.0,300,-9.8,45,840
2021-12-19 04:45:00,8.1,91885.0,300,-9.8,45,840
2021-12-19 05:00:00,7.9,91937.0,300,-9.9,45,840
2021-12-19 05:15:00,7.8,91905.0,300,-9.9,45,840
2021-12-19 05:30:00,7.7,91790.0,300,-9.9,45,840
2021-12-19 05:45:00,7.6,91676.0,300,-10.0,45,840
2021-12-19 06:00:00,7.5,91561.0,300,-10.0,45,840
2021-12-19 06:15:00,7.4,91868.0,300,-10.0,45,840
2021-12-19 06:30:00,7.3,92600.0,300,-10.0,45,840
2021-12-19 06:45:00,7.2,93332.0,300,-10.0,45,840
2021-12-19 07:00:00,7.1,94064.0,300,-10.0,45,840
2021-12-19 07:15:00,7.0,95084.0,300,-10.0,45,840
2021-12-19 07:30:00,6.9,96394.0,300,-9.9,45,840
2021-12-19 07:45:00,6.8,97704.0,300,-9.9,45,840
2021-12-19 08:00:00,6.7,99014.0,300,-9.8,45,840
2021-12-19 08:15:00,6.7,100288.0,300,-9.8,45,840
2021-12-19 08:30:00,6.8,101526.0,300,-9.7,45,840
2021-12-19 08:45:00,6.9,102765.0,300,-9.7,44,840
2021-12-19 09:00:00,7.0,104003.0,300,-9.6,44,840
2021-12-19 09:15:00,7.1,105494.0,296,-9.4,43,840
2021-12-19 09:30:00,7.2,107235.0,289,-9.0,42,840
2021-12-19 09:45:00,7.3,108977.0,281,-8.7,41,840
2021-12-19 10:00:00,7.4,110719.0,274,-8.3,40,840
2021-12-19 10:15:00,7.5,112631.0,270,-7.8,38,840
2021-12-19 10:30:00,7.6,114714.0,270,-7.1,36,840
2021-12-19 10:45:00,7.7,119391.0,270,-6.4,35,840
2021-12-19 11:00:00,7.8,125483.0,270,-5.7,33,840
2021-12-19 11:15:00,8.0,133738.0,270,-5.1,31,840
2021-12-19 11:30:00,8.2,141462.0,270,-4.6,30,840
2021-12-19 11:45:00,8.4,145213.0,270,-4.0,29,840
2021-12-19 12:00:00,8.6,150371.0,270,-3.5,28,840
2021-12-19 12:15:00,8.8,151547.0,270,-3.0,27,840
2021-12-19 12:30:00,9.0,152812.0,270,-2.5,26,840
2021-12-19 12:45:00,9.3,154078.0,270,-2.1,25,839
2021-12-19 13:00:00,9.5,155343.0,270,-1.6,24,839
2021-12-19 13:15:00,9.7,158939.0,270,-1.2,24,839
2021-12-19 13:30:00,10.0,164865.0,270,-0.9,23,839
2021-12-19 13:45:00,10.3,170792.0,270,-0.6,23,839
2021-12-19 14:00:00,10.6,176717.0,270,-0.3,22,839
2021-12-19 14:15:00,10.6,180344.0,270,-0.1,22,839
2021-12-19 14:30:00,10.4,181672.0,270,0.1,21,839
2021-12-19 14:45:00,10.3,178008.0,270,0.2,21,838
2021-12-19 15:00:00,10.1,175949.0,270,0.4,20,838
2021-12-19 15:15:00,9.9,167603.0,270,0.5,20,838
2021-12-19 15:30:00,9.7,158140.0,270,0.5,20,838
2021-12-19 15:45:00,9.6,152097.0,270,0.5,20,838
2021-12-19 16:00:00,9.4,147765.0,270,0.5,20,838
2021-12-19 16:15:00,9.2,145079.0,270,0.4,20,838
2021-12-19 16:30:00,9.1,140734.0,270,0.1,21,838
2021-12-19 16:45:00,8.9,136390.0,270,-0.2,22,838
2021-12-19 17:00:00,8.8,132044.0,270,-0.5,23,838
2021-12-19 17:15:00,8.7,129353.0,270,-0.9,24,838
2021-12-19 17:30:00,8.6,128318.0,270,-1.4,25,838
2021-12-19 17:45:00,8.5,127281.0,270,-2.0,26,838
2021-12-19 18:00:00,8.4,126245.0,270,-2.5,27,838
2021-12-19 18:15:00,8.4,122549.0,270,-3.0,28,838
2021-12-19 18:30:00,8.3,116192.0,270,-3.4,29,838
2021-12-19 18:45:00,8.3,109836.0,270,-3.8,30,838
2021-12-19 19:00:00,8.2,103479.0,270,-4.2,31,838
2021-12-19 19:15:00,8.2,97771.0,270,-4.5,31,838
2021-12-19 19:30:00,8.1,92710.0,270,-4.7,32,838
2021-12-19 19:45:00,8.1,87649.0,270,-4.9,32,838
2021-12-19 20:00:00,8.0,82589.0,270,-5.1,33,838
2021-12-19 20:15:00,8.1,79153.0,270,-5.3,33,838
2021-12-19 20:30:00,8.2,77343.0,270,-5.4,33,838
2021-12-19 20:45:00,8.3,75533.0,270,-5.5,33,838
2021-12-19 21:00:00,8.4,73724.0,270,-5.6,33,838
2021-12-19 21:15:00,8.5,73068.0,270,-5.7,33,838
2021-12-19 21:30:00,8.6,73567.0,270,-5.8,33,838
2021-12-19 21:45:00,8.8,74066.0,270,-5.9,32,838
2021-12-19 22:00:00,8.9,74564.0,270,-6.0,32,838
2021-12-19 22:15:00,9.1,75318.0,270,-6.0,32,838
2021-12-19 22:30:00,9.2,76327.0,270,-6.0,32,838
2021-12-19 22:45:00,9.3,77337.0,270,-6.1,32,838
2021-12-19 23:00:00,9.4,78346.0,270,-6.1,32,838
2021-12-19 23:15:00,9.5,79421.0,270,-6.1,32,838
2021-12-19 23:30:00,9.4,80562.0,270,-6.1,32,838
2021-12-19 23:45:00,9.3,81702.0,270,-6.2,32,837
