DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-11-20 00:00:00,5.2,16590.0,60,-2.6,44,838
2021-11-20 00:15:00,4.4,13260.0,53,-2.6,44,838
2021-11-20 00:30:00,3.7,10210.0,38,-2.7,45,838
2021-11-20 00:45:00,3.0,7650.0,23,-2.8,45,839
2021-11-20 01:00:00,2.3,5810.0,8,-2.9,46,839
2021-11-20 01:15:00,2.2,4960.0,349,-3.1,47,839
2021-11-20 01:30:00,2.7,5100.0,326,-3.2,48,839
2021-11-20 01:45:00,3.2,5970.0,304,-3.3,49,840
2021-11-20 02:00:00,3.7,7490.0,281,-3.4,50,840
2021-11-20 02:15:00,3.9,9770.0,270,-3.5,50,840
2021-11-20 02:30:00,3.9,12790.0,270,-3.5,51,840
2021-11-20 02:45:00,4.0,16040.0,270,-3.6,52,841
2021-11-20 03:00:00,4.0,18790.0,270,-3.6,53,841
2021-11-20 03:15:00,4.0,20450.0,270,-3.7,54,841
2021-11-20 03:30:00,4.1,21010.0,270,-3.8,56,841
2021-11-20 03:45:00,4.1,20840.0,270,-4.0,58,842
2021-11-20 04:00:00,4.2,20240.0,270,-4.1,60,842
2021-11-20 04:15:00,4.2,19280.0,270,-4.3,62,842
2021-11-20 04:30:00,4.3,17970.0,270,-4.4,63,842
2021-11-20 04:45:00,4.4,16530.0,270,-4.6,64,842
2021-11-20 05:00:00,4.5,15320.0,270,-4.7,65,842
2021-11-20 05:15:00,4.5,14580.0,270,-4.9,67,842
2021-11-20 05:30:00,4.6,14800.0,270,-5.0,69,842
2021-11-20 05:45:00,4.7,15870.0,270,-5.1,71,843
2021-11-20 06:00:00,4.8,17790.0,270,-5.2,73,843
2021-11-20 06:15:00,4.8,19660.0,270,-5.3,75,843
2021-11-20 06:30:00,4.9,21560.0,270,-5.4,76,843
2021-11-20 06:45:00,4.9,23220.0,270,-5.5,78,843
2021-11-20 07:00:00,5.0,24730.0,270,-5.6,79,843
2021-11-20 07:15:00,5.0,25600.0,270,-5.7,80,843
2021-11-20 07:30:00,5.1,25840.0,270,-5.7,81,843
2021-11-20 07:45:00,5.2,26100.0,270,-5.8,82,844
2021-11-20 08:00:00,5.3,26480.0,270,-5.8,83,844
2021-11-20 08:15:00,5.3,26880.0,270,-5.8,83,844
2021-11-20 08:30:00,5.4,26830.0,270,-5.8,83,844
2021-11-20 08:45:00,5.4,26710.0,270,-5.8,84,845
2021-11-20 09:00:00,5.5,27100.0,270,-5.8,84,845
2021-11-20 09:15:00,5.5,27770.0,270,-5.7,84,845
2021-11-20 09:30:00,5.6,28790.0,270,-5.6,83,845
2021-11-20 09:45:00,5.7,30120.0,270,-5.5,82,845
2021-11-20 10:00:00,5.8,32700.0,270,-5.4,81,845
2021-11-20 10:15:00,5.8,36990.0,270,-5.3,80,845
2021-11-20 10:30:00,5.9,42990.0,270,-5.1,78,845
2021-11-20 10:45:00,5.9,50350.0,270,-4.9,75,845
2021-11-20 11:00:00,6.0,59060.0,270,-4.7,73,845
2021-11-20 11:15:00,6.2,69410.0,270,-4.4,70,845
2021-11-20 11:30:00,6.6,81430.0,270,-4.1,66,845
2021-11-20 11:45:00,7.1,94300.0,270,-3.8,61,845
2021-11-20 12:00:00,7.5,107040.0,270,-3.5,57,845
2021-11-20 12:15:00,7.9,119030.0,270,-3.2,54,845
2021-11-20 12:30:00,8.3,130280.0,270,-2.9,51,845
2021-11-20 12:45:00,8.8,140800.0,270,-2.7,49,844
2021-11-20 13:00:00,9.2,150360.0,270,-2.4,46,844
2021-11-20 13:15:00,9.6,158550.0,270,-2.2,44,844
2021-11-20 13:30:00,10.0,165390.0,270,-2.0,43,844
2021-11-20 13:45:00,10.5,171160.0,270,-1.8,41,844
2021-11-20 14:00:00,10.9,175880.0,270,-1.6,40,844
2021-11-20 14:15:00,11.1,179310.0,270,-1.4,39,844
2021-11-20 14:30:00,11.1,181460.0,270,-1.3,38,844
2021-11-20 14:45:00,11.0,182740.0,270,-1.2,37,844
2021-11-20 15:00:00,11.0,183490.0,270,-1.1,36,844
2021-11-20 15:15:00,11.0,183780.0,270,-1.0,36,844
2021-11-20 15:30:00,11.0,183620.0,270,-1.1,36,844
2021-11-20 15:45:00,11.0,183130.0,270,-1.2,36,844
2021-11-20 16:00:00,11.0,182400.0,270,-1.3,36,844
2021-11-20 16:15:00,11.0,181420.0,270,-1.5,37,844
2021-11-20 16:30:00,11.0,180180.0,270,-1.8,38,844
2021-11-20 16:45:00,11.0,178650.0,270,-2.1,39,844
2021-11-20 17:00:00,11.0,176610.0,270,-2.4,40,844
2021-11-20 17:15:00,10.8,173820.0,270,-2.7,41,844
2021-11-20 17:30:00,10.5,170270.0,270,-3.1,43,844
2021-11-20 17:45:00,10.1,166130.0,270,-3.4,44,845
2021-11-20 18:00:00,9.8,161400.0,270,-3.8,46,845
2021-11-20 18:15:00,9.5,155960.0,274,-4.1,47,845
2021-11-20 18:30:00,9.2,149810.0,281,-4.4,48,845
2021-11-20 18:45:00,8.9,143260.0,289,-4.7,49,846
2021-11-20 19:00:00,8.6,136700.0,296,-5.0,50,846
2021-11-20 19:15:00,8.3,130330.0,300,-5.2,50,846
2021-11-20 19:30:00,8.0,124170.0,300,-5.4,50,846
2021-11-20 19:45:00,7.8,116390.0,300,-5.7,49,847
2021-11-20 20:00:00,7.5,107060.0,300,-5.9,49,847
2021-11-20 20:15:00,7.3,96300.0,300,-6.1,49,847
2021-11-20 20:30:00,7.1,87750.0,300,-6.3,49,847
2021-11-20 20:45:00,6.9,81260.0,300,-6.6,48,847
2021-11-20 21:00:00,6.7,76260.0,300,-6.8,48,847
2021-11-20 21:15:00,6.5,70900.0,300,-7.0,48,847
2021-11-20 21:30:00,6.3,65230.0,300,-7.2,48,847
2021-11-20 21:45:00,6.1,59830.0,300,-7.4,49,848
2021-11-20 22:00:00,5.9,54860.0,300,-7.6,49,848
2021-11-20 22:15:00,5.7,50450.0,300,-7.8,49,848
2021-11-20 22:30:00,5.5,46880.0,300,-8.0,50,848
2021-11-20 22:45:00,5.3,43940.0,300,-8.2,51,848
2021-11-20 23:00:00,5.1,41420.0,300,-8.4,52,848
2021-11-20 23:15:00,4.9,38840.0,300,-8.6,52,848
2021-11-20 23:30:00,4.7,36190.0,300,-8.8,53,848
2021-11-20 23:45:00,4.6,33500.0,300,-8.9,53,848
