DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-12-17 00:00:00,3.2,0.0,300,-11.3,69,846
2021-12-17 00:15:00,3.3,0.0,300,-11.4,69,846
2021-12-17 00:30:00,3.4,0.0,300,-11.4,68,846
2021-12-17 00:45:00,3.5,0.0,300,-11.4,67,846
2021-12-17 01:00:00,3.6,0.0,300,-11.4,66,846
2021-12-17 01:15:00,3.7,0.0,300,-11.4,66,846
2021-12-17 01:30:00,3.8,0.0,300,-11.3,65,846
2021-12-17 01:45:00,3.9,0.0,300,-11.2,65,846
2021-12-17 02:00:00,4.0,0.0,300,-11.1,64,846
2021-12-17 02:15:00,4.1,90.0,300,-11.1,64,846
2021-12-17 02:30:00,4.2,470.0,300,-11.1,64,846
2021-12-17 02:45:00,4.3,1430.0,300,-11.1,63,846
2021-12-17 03:00:00,4.4,3030.0,300,-11.1,63,846
2021-12-17 03:15:00,4.6,5050.0,300,-11.2,63,846
2021-12-17 03:30:00,4.7,6970.0,300,-11.3,64,846
2021-12-17 03:45:00,4.8,8480.0,300,-11.4,65,845
2021-12-17 04:00:00,4.9,9560.0,300,-11.5,66,845
2021-12-17 04:15:00,5.1,10420.0,300,-11.6,66,845
2021-12-17 04:30:00,5.2,11220.0,300,-11.7,67,845
2021-12-17 04:45:00,5.3,11990.0,300,-11.8,67,845
2021-12-17 05:00:00,5.4,12700.0,300,-11.9,68,845
2021-12-17 05:15:00,5.4,13320.0,300,-11.9,68,845
2021-12-17 05:30:00,5.5,13870.0,300,-12.0,69,845
2021-12-17 05:45:00,5.5,15190.0,300,-12.0,69,845
2021-12-17 06:00:00,5.6,17440.0,300,-12.1,70,845
2021-12-17 06:15:00,5.7,20770.0,300,-12.1,70,845
2021-12-17 06:30:00,5.8,23720.0,300,-12.1,70,845
2021-12-17 06:45:00,5.9,26180.0,300,-12.1,70,846
2021-12-17 07:00:00,6.0,28080.0,300,-12.1,70,846
2021-12-17 07:15:00,6.0,29890.0,300,-12.1,70,846
2021-12-17 07:30:00,6.1,31600.0,300,-12.1,70,846
2021-12-17 07:45:00,6.1,33230.0,300,-12.2,71,846
2021-12-17 08:00:00,6.2,34780.0,300,-12.2,71,846
2021-12-17 08:15:00,6.2,36250.0,300,-12.2,71,846
2021-12-17 08:30:00,6.3,37620.0,300,-12.2,71,846
2021-12-17 08:45:00,6.3,38980.0,300,-12.2,71,846
2021-12-17 09:00:00,6.4,40460.0,300,-12.2,71,846
2021-12-17 09:15:00,6.4,42160.0,300,-12.0,71,846
2021-12-17 09:30:00,6.5,44080.0,300,-11.6,70,846
2021-12-17 09:45:00,6.5,46230.0,300,-11.3,70,847
2021-12-17 10:00:00,6.6,48690.0,300,-10.9,69,847
2021-12-17 10:15:00,6.6,51600.0,300,-10.4,68,847
2021-12-17 10:30:00,6.7,54970.0,300,-9.9,66,847
2021-12-17 10:45:00,6.8,60810.0,300,-9.3,64,847
2021-12-17 11:00:00,6.9,68870.0,300,-8.8,62,847
2021-12-17 11:15:00,7.0,76270.0,300,-8.3,60,847
2021-12-17 11:30:00,7.2,82250.0,300,-7.9,58,847
2021-12-17 11:45:00,7.5,88510.0,300,-7.4,57,847
2021-12-17 12:00:00,7.7,102040.0,300,-7.0,55,847
2021-12-17 12:15:00,8.0,113190.0,296,-6.7,53,847
2021-12-17 12:30:00,8.3,124870.0,289,-6.4,52,847
2021-12-17 12:45:00,8.6,136610.0,281,-6.1,51,846
2021-12-17 13:00:00,8.9,147390.0,274,-5.8,50,846
2021-12-17 13:15:00,9.3,158030.0,270,-5.6,49,846
2021-12-17 13:30:00,9.6,168570.0,270,-5.4,48,846
2021-12-17 13:45:00,10.0,177810.0,270,-5.1,47,846
2021-12-17 14:00:00,10.3,183730.0,270,-4.9,46,846
2021-12-17 14:15:00,10.5,186900.0,270,-4.7,45,846
2021-12-17 14:30:00,10.5,187810.0,270,-4.6,45,846
2021-12-17 14:45:00,10.4,189270.0,270,-4.5,44,846
2021-12-17 15:00:00,10.4,191370.0,270,-4.4,44,846
2021-12-17 15:15:00,10.4,193200.0,270,-4.3,44,846
2021-12-17 15:30:00,10.4,192620.0,270,-4.4,44,846
2021-12-17 15:45:00,10.3,190630.0,270,-4.4,44,845
2021-12-17 16:00:00,10.3,184460.0,270,-4.5,44,845
2021-12-17 16:15:00,10.3,177670.0,270,-4.6,45,845
2021-12-17 16:30:00,10.3,170430.0,270,-4.8,46,845
2021-12-17 16:45:00,10.3,164570.0,270,-5.0,47,846
2021-12-17 17:00:00,10.3,159770.0,270,-5.2,48,846
2021-12-17 17:15:00,10.3,152510.0,270,-5.5,49,846
2021-12-17 17:30:00,10.3,142890.0,270,-5.8,50,846
2021-12-17 17:45:00,10.2,136020.0,270,-6.2,52,846
2021-12-17 18:00:00,10.2,131540.0,270,-6.5,53,846
2021-12-17 18:15:00,10.2,129140.0,270,-6.8,55,846
2021-12-17 18:30:00,10.2,126260.0,270,-7.1,56,846
2021-12-17 18:45:00,10.2,122800.0,270,-7.4,57,847
2021-12-17 19:00:00,10.2,119330.0,270,-7.7,58,847
2021-12-17 19:15:00,10.2,115930.0,270,-7.9,59,847
2021-12-17 19:30:00,10.2,112580.0,270,-8.1,60,847
2021-12-17 19:45:00,10.1,109240.0,270,-8.3,61,847
2021-12-17 20:00:00,10.1,105890.0,270,-8.5,62,847
2021-12-17 20:15:00,10.1,102940.0,270,-8.6,62,847
2021-12-17 20:30:00,10.1,100380.0,270,-8.7,63,847
2021-12-17 20:45:00,10.1,97820.0,270,-8.8,63,847
2021-12-17 21:00:00,10.1,95260.0,270,-8.9,64,847
2021-12-17 21:15:00,10.1,92780.0,270,-9.0,64,847
2021-12-17 21:30:00,10.1,90380.0,270,-9.1,65,847
2021-12-17 21:45:00,10.0,87980.0,270,-9.2,65,847
2021-12-17 22:00:00,10.0,85590.0,270,-9.3,66,847
2021-12-17 22:15:00,10.0,84020.0,270,-9.4,66,847
2021-12-17 22:30:00,10.0,83280.0,270,-9.5,66,847
2021-12-17 22:45:00,9.9,82530.0,270,-9.6,67,847
2021-12-17 23:00:00,9.9,81790.0,270,-9.7,67,847
2021-12-17 23:15:00,9.9,81780.0,270,-9.7,67,847
2021-12-17 23:30:00,9.9,82520.0,270,-9.7,67,847
2021-12-17 23:45:00,9.9,83250.0,270,-9.8,66,847
