DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-12-08 00:00:00,8.8,92980.0,270,-7.2,54,841
2021-12-08 00:15:00,8.6,91022.0,270,-7.2,54,841
2021-12-08 00:30:00,8.5,88804.0,270,-7.3,55,841
2021-12-08 00:45:00,8.4,86588.0,270,-7.4,56,841
2021-12-08 01:00:00,8.3,84370.0,270,-7.5,57,841
2021-12-08 01:15:00,8.1,82457.0,270,-7.6,58,841
2021-12-08 01:30:00,8.0,80850.0,270,-7.7,60,841
2021-12-08 01:45:00,7.9,79243.0,270,-7.9,61,841
2021-12-08 02:00:00,7.8,77636.0,270,-8.0,63,841
2021-12-08 02:15:00,7.6,76508.0,270,-8.2,65,841
2021-12-08 02:30:00,7.5,75863.0,270,-8.4,66,841
2021-12-08 02:45:00,7.3,75217.0,270,-8.6,68,841
2021-12-08 03:00:00,7.2,74571.0,270,-8.8,69,841
2021-12-08 03:15:00,7.0,72901.0,274,-9.0,71,841
2021-12-08 03:30:00,6.9,70209.0,281,-9.1,72,841
2021-12-08 03:45:00,6.7,67517.0,289,-9.3,73,841
2021-12-08 04:00:00,6.6,64824.0,296,-9.4,74,841
2021-12-08 04:15:00,6.5,62755.0,300,-9.5,74,841
2021-12-08 04:30:00,6.4,61309.0,300,-9.6,75,841
2021-12-08 04:45:00,6.3,59862.0,300,-9.7,75,841
2021-12-08 05:00:00,6.2,58416.0,300,-9.8,76,841
2021-12-08 05:15:00,6.1,57409.0,300,-9.9,76,841
2021-12-08 05:30:00,6.0,56843.0,300,-10.0,76,841
2021-12-08 05:45:00,6.0,56275.0,300,-10.0,77,841
2021-12-08 06:00:00,5.9,55708.0,300,-10.1,77,841
2021-12-08 06:15:00,5.9,55598.0,296,-10.1,77,841
2021-12-08 06:30:00,5.9,55947.0,289,-10.1,77,841
2021-12-08 06:45:00,5.8,56295.0,281,-10.1,76,841
2021-12-08 07:00:00,5.8,56643.0,274,-10.1,76,841
2021-12-08 07:15:00,5.8,56566.0,270,-10.1,76,841
2021-12-08 07:30:00,5.8,56066.0,270,-10.0,75,841
2021-12-08 07:45:00,5.8,55565.0,270,-9.9,75,842
2021-12-08 08:00:00,5.8,55065.0,270,-9.8,74,842
2021-12-08 08:15:00,5.8,54533.0,270,-9.7,74,842
2021-12-08 08:30:00,5.7,53969.0,270,-9.5,73,842
2021-12-08 08:45:00,5.7,53405.0,270,-9.3,73,842
2021-12-08 09:00:00,5.6,52842.0,270,-9.1,72,842
2021-12-08 09:15:00,5.6,53019.0,274,-8.8,71,842
2021-12-08 09:30:00,5.6,53935.0,281,-8.3,68,842
2021-12-08 09:45:00,5.6,54852.0,289,-7.8,66,843
2021-12-08 10:00:00,5.6,55768.0,296,-7.3,63,843
2021-12-08 10:15:00,5.6,57311.0,300,-6.8,61,843
2021-12-08 10:30:00,5.6,59484.0,300,-6.2,59,843
2021-12-08 10:45:00,5.7,61655.0,300,-5.5,56,842
2021-12-08 11:00:00,5.7,63828.0,300,-4.9,54,842
2021-12-08 11:15:00,5.7,64099.0,300,-4.3,52,842
2021-12-08 11:30:00,5.6,62472.0,300,-3.7,50,842
2021-12-08 11:45:00,5.6,60845.0,300,-3.0,48,842
2021-12-08 12:00:00,5.5,60295.0,300,-2.4,46,842
2021-12-08 12:15:00,5.5,62611.0,296,-1.9,45,842
2021-12-08 12:30:00,5.5,68572.0,289,-1.5,44,842
2021-12-08 12:45:00,5.5,74801.0,281,-1.0,43,841
2021-12-08 13:00:00,5.5,81302.0,274,-0.6,42,841
2021-12-08 13:15:00,5.5,85241.0,270,-0.2,42,841
2021-12-08 13:30:00,5.6,89612.0,270,0.1,41,841
2021-12-08 13:45:00,5.6,93982.0,270,0.5,40,840
2021-12-08 14:00:00,5.7,96083.0,270,0.8,39,840
2021-12-08 14:15:00,5.7,96979.0,270,1.1,39,840
2021-12-08 14:30:00,5.6,93689.0,270,1.3,38,840
2021-12-08 14:45:00,5.5,90350.0,270,1.6,38,840
2021-12-08 15:00:00,5.4,86962.0,270,1.8,37,840
2021-12-08 15:15:00,5.4,86974.0,270,2.0,37,840
2021-12-08 15:30:00,5.3,86460.0,270,2.1,37,840
2021-12-08 15:45:00,5.2,83601.0,270,2.2,36,839
2021-12-08 16:00:00,5.1,81548.0,270,2.3,36,839
2021-12-08 16:15:00,5.1,76670.0,270,2.4,36,839
2021-12-08 16:30:00,5.0,71391.0,270,2.3,36,839
2021-12-08 16:45:00,4.9,67735.0,270,2.2,37,839
2021-12-08 17:00:00,4.8,64893.0,270,2.1,37,839
2021-12-08 17:15:00,4.8,63354.0,270,1.8,38,839
2021-12-08 17:30:00,4.7,61646.0,270,1.2,39,839
2021-12-08 17:45:00,4.6,59939.0,270,0.6,41,840
2021-12-08 18:00:00,4.5,58232.0,270,0.0,42,840
2021-12-08 18:15:00,4.4,55857.0,270,-0.5,44,840
2021-12-08 18:30:00,4.3,52814.0,270,-1.0,45,840
2021-12-08 18:45:00,4.2,49771.0,270,-1.5,47,840
2021-12-08 19:00:00,4.1,46728.0,270,-2.0,48,840
2021-12-08 19:15:00,4.1,43590.0,270,-2.3,50,840
2021-12-08 19:30:00,4.0,40354.0,270,-2.6,51,840
2021-12-08 19:45:00,3.9,37119.0,270,-2.9,52,840
2021-12-08 20:00:00,3.8,33883.0,270,-3.2,53,840
2021-12-08 20:15:00,3.8,29662.0,270,-3.2,53,840
2021-12-08 20:30:00,3.7,26390.0,270,-3.1,52,840
2021-12-08 20:45:00,3.6,23309.0,270,-3.0,52,841
2021-12-08 21:00:00,3.5,21878.0,270,-2.9,51,841
2021-12-08 21:15:00,3.4,20766.0,270,-2.9,51,841
2021-12-08 21:30:00,3.3,19974.0,270,-2.8,51,841
2021-12-08 21:45:00,3.2,19182.0,270,-2.8,50,841
2021-12-08 22:00:00,3.1,18390.0,270,-2.7,50,841
2021-12-08 22:15:00,3.1,17758.0,270,-2.8,51,841
2021-12-08 22:30:00,3.0,17285.0,270,-3.1,52,841
2021-12-08 22:45:00,2.9,16811.0,270,-3.3,53,841
2021-12-08 23:00:00,2.8,16338.0,270,-3.6,54,841
2021-12-08 23:15:00,2.8,16072.0,270,-3.8,55,841
2021-12-08 23:30:00,2.8,16013.0,270,-4.1,56,841
2021-12-08 23:45:00,2.7,15953.0,270,-4.4,57,841
