DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-11-28 00:00:00,4.2,2450.0,356,-5.7,48,844
2021-11-28 00:15:00,4.1,2490.0,8,-5.9,48,844
2021-11-28 00:30:00,4.1,2490.0,23,-6.0,47,844
2021-11-28 00:45:00,4.2,2500.0,38,-6.1,47,844
2021-11-28 01:00:00,4.2,2510.0,53,-6.2,46,844
2021-11-28 01:15:00,4.3,2510.0,64,-6.3,46,844
2021-11-28 01:30:00,4.5,2510.0,71,-6.4,45,844
2021-11-28 01:45:00,4.8,2500.0,79,-6.5,44,844
2021-11-28 02:00:00,5.0,2500.0,86,-6.6,43,844
2021-11-28 02:15:00,5.1,2460.0,86,-6.7,43,844
2021-11-28 02:30:00,5.1,2390.0,79,-6.8,42,844
2021-11-28 02:45:00,5.1,2320.0,71,-6.8,41,845
2021-11-28 03:00:00,5.1,2250.0,64,-6.9,40,845
2021-11-28 03:15:00,5.2,2230.0,56,-6.9,40,845
2021-11-28 03:30:00,5.3,2260.0,49,-7.0,40,845
2021-11-28 03:45:00,5.4,2290.0,41,-7.1,39,845
2021-11-28 04:00:00,5.5,2320.0,34,-7.2,39,845
2021-11-28 04:15:00,5.6,2320.0,30,-7.3,39,845
2021-11-28 04:30:00,5.8,2290.0,30,-7.4,39,845
2021-11-28 04:45:00,5.9,2250.0,30,-7.5,39,845
2021-11-28 05:00:00,6.1,2210.0,30,-7.6,39,845
2021-11-28 05:15:00,6.1,2180.0,30,-7.7,39,845
2021-11-28 05:30:00,6.0,2140.0,30,-7.8,39,845
2021-11-28 05:45:00,5.8,2100.0,30,-7.9,40,846
2021-11-28 06:00:00,5.7,2060.0,30,-8.0,40,846
2021-11-28 06:15:00,5.5,1950.0,30,-8.0,40,846
2021-11-28 06:30:00,5.3,1770.0,30,-8.1,41,846
2021-11-28 06:45:00,5.2,1590.0,30,-8.1,42,847
2021-11-28 07:00:00,5.0,1410.0,30,-8.2,43,847
2021-11-28 07:15:00,4.9,1270.0,30,-8.2,44,847
2021-11-28 07:30:00,4.8,1160.0,30,-8.3,45,847
2021-11-28 07:45:00,4.7,1050.0,30,-8.3,46,847
2021-11-28 08:00:00,4.6,940.0,30,-8.4,47,847
2021-11-28 08:15:00,4.3,860.0,26,-8.4,48,847
2021-11-28 08:30:00,4.0,800.0,19,-8.4,49,847
2021-11-28 08:45:00,3.6,750.0,11,-8.3,49,848
2021-11-28 09:00:00,3.3,690.0,4,-8.3,50,848
2021-11-28 09:15:00,3.0,740.0,356,-8.2,50,848
2021-11-28 09:30:00,2.7,880.0,349,-8.1,49,848
2021-11-28 09:45:00,2.5,1070.0,341,-8.0,49,849
2021-11-28 10:00:00,2.2,1320.0,334,-7.9,48,849
2021-11-28 10:15:00,2.2,1950.0,323,-7.9,48,849
2021-11-28 10:30:00,2.5,3370.0,308,-7.9,49,849
2021-11-28 10:45:00,2.7,6000.0,293,-7.8,49,850
2021-11-28 11:00:00,3.0,9620.0,278,-7.8,50,850
2021-11-28 11:15:00,3.4,13520.0,270,-7.7,51,850
2021-11-28 11:30:00,3.9,21810.0,270,-7.4,53,850
2021-11-28 11:45:00,4.5,35080.0,270,-7.1,56,850
2021-11-28 12:00:00,5.0,54320.0,270,-6.8,58,850
2021-11-28 12:15:00,5.6,74980.0,270,-6.7,61,850
2021-11-28 12:30:00,6.1,86330.0,270,-6.7,65,850
2021-11-28 12:45:00,6.7,97680.0,270,-6.8,69,850
2021-11-28 13:00:00,7.2,109030.0,270,-6.8,73,850
2021-11-28 13:15:00,7.8,119040.0,270,-6.8,75,850
2021-11-28 13:30:00,8.3,127710.0,270,-6.7,75,850
2021-11-28 13:45:00,8.9,136370.0,270,-6.7,74,850
2021-11-28 14:00:00,9.4,145040.0,270,-6.6,74,850
2021-11-28 14:15:00,9.8,151460.0,270,-6.5,73,850
2021-11-28 14:30:00,9.9,155620.0,270,-6.3,72,850
2021-11-28 14:45:00,10.0,159770.0,270,-6.1,71,850
2021-11-28 15:00:00,10.1,163930.0,270,-5.9,70,850
2021-11-28 15:15:00,10.2,167280.0,270,-5.8,69,850
2021-11-28 15:30:00,10.3,169800.0,270,-5.7,68,850
2021-11-28 15:45:00,10.4,172320.0,270,-5.6,67,850
2021-11-28 16:00:00,10.5,174850.0,270,-5.5,66,850
2021-11-28 16:15:00,10.6,176500.0,270,-5.5,65,850
2021-11-28 16:30:00,10.7,177270.0,270,-5.5,65,850
2021-11-28 16:45:00,10.8,178040.0,270,-5.5,64,851
2021-11-28 17:00:00,10.9,178810.0,270,-5.5,64,851
2021-11-28 17:15:00,10.9,178330.0,270,-5.5,64,851
2021-11-28 17:30:00,10.8,176610.0,270,-5.6,64,851
2021-11-28 17:45:00,10.8,174880.0,270,-5.7,65,852
2021-11-28 18:00:00,10.7,173160.0,270,-5.8,65,852
2021-11-28 18:15:00,10.7,170900.0,270,-6.0,65,852
2021-11-28 18:30:00,10.6,168090.0,270,-6.2,66,852
2021-11-28 18:45:00,10.5,165280.0,270,-6.5,67,852
2021-11-28 19:00:00,10.4,162470.0,270,-6.7,68,852
2021-11-28 19:15:00,10.4,158360.0,270,-6.8,68,852
2021-11-28 19:30:00,10.3,152940.0,270,-6.9,67,852
2021-11-28 19:45:00,10.3,147510.0,270,-7.0,66,853
2021-11-28 20:00:00,10.2,142090.0,270,-7.1,65,853
2021-11-28 20:15:00,10.2,136840.0,270,-7.3,63,853
2021-11-28 20:30:00,10.1,131770.0,270,-7.6,61,853
2021-11-28 20:45:00,10.0,126690.0,270,-7.8,58,853
2021-11-28 21:00:00,9.9,121620.0,270,-8.1,56,853
2021-11-28 21:15:00,9.9,117380.0,270,-8.3,54,853
2021-11-28 21:30:00,9.8,113970.0,270,-8.6,53,853
2021-11-28 21:45:00,9.8,110550.0,270,-8.9,51,853
2021-11-28 22:00:00,9.7,107140.0,270,-9.2,50,853
2021-11-28 22:15:00,9.7,104550.0,270,-9.5,49,853
2021-11-28 22:30:00,9.6,102780.0,270,-9.7,49,853
2021-11-28 22:45:00,9.5,101020.0,270,-10.0,50,853
2021-11-28 23:00:00,9.4,99250.0,270,-10.2,50,853
2021-11-28 23:15:00,9.3,97600.0,270,-10.3,51,853
2021-11-28 23:30:00,9.2,96070.0,270,-10.4,52,853
2021-11-28 23:45:00,9.1,94540.0,270,-10.5,54,853
