DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE
2021-12-28 00:00:00,4.9,7240.0,270,-13.0,50,842
2021-12-28 00:15:00,4.9,7557.0,270,-13.2,50,842
2021-12-28 00:30:00,4.9,7984.0,270,-13.3,50,842
2021-12-28 00:45:00,4.9,8411.5,270,-13.4,49,842
2021-12-28 01:00:00,4.9,8838.5,270,-13.5,49,842
2021-12-28 01:15:00,4.9,9216.0,270,-13.6,49,842
2021-12-28 01:30:00,4.9,9544.0,270,-13.7,48,842
2021-12-28 01:45:00,5.0,9871.5,270,-13.7,48,842
2021-12-28 02:00:00,5.0,10199.5,270,-13.8,47,842
2021-12-28 02:15:00,5.0,10515.0,270,-13.8,47,842
2021-12-28 02:30:00,5.0,10817.5,270,-13.8,46,842
2021-12-28 02:45:00,4.9,11120.0,270,-13.8,46,842
2021-12-28 03:00:00,4.9,11422.5,270,-13.8,45,842
2021-12-28 03:15:00,4.9,11766.5,270,-13.8,45,842
2021-12-28 03:30:00,4.9,12151.5,270,-13.8,45,842
2021-12-28 03:45:00,4.9,12536.5,270,-13.9,44,841
2021-12-28 04:00:00,4.9,12921.5,270,-13.9,44,841
2021-12-28 04:15:00,4.9,13116.5,270,-13.9,44,841
2021-12-28 04:30:00,4.9,13122.0,270,-14.0,45,841
2021-12-28 04:45:00,4.8,13127.5,270,-14.1,45,841
2021-12-28 05:00:00,4.8,13133.0,270,-14.2,46,841
2021-12-28 05:15:00,4.8,13099.5,270,-14.4,46,841
2021-12-28 05:30:00,4.7,13028.0,270,-14.5,47,841
2021-12-28 05:45:00,4.6,12956.5,270,-14.7,47,841
2021-12-28 06:00:00,4.5,12885.0,270,-14.8,48,841
2021-12-28 06:15:00,4.5,12976.0,270,-15.0,48,841
2021-12-28 06:30:00,4.4,13229.5,270,-15.1,49,841
2021-12-28 06:45:00,4.4,13483.5,270,-15.2,50,842
2021-12-28 07:00:00,4.3,13737.0,270,-15.3,51,842
2021-12-28 07:15:00,4.3,14001.5,270,-15.4,51,842
2021-12-28 07:30:00,4.2,14276.0,270,-15.5,52,842
2021-12-28 07:45:00,4.2,14550.5,270,-15.5,53,842
2021-12-28 08:00:00,4.1,14825.0,270,-15.6,54,842
2021-12-28 08:15:00,4.1,14990.5,270,-15.6,54,842
2021-12-28 08:30:00,4.1,15046.0,270,-15.5,55,842
2021-12-28 08:45:00,4.1,15101.5,270,-15.5,55,843
2021-12-28 09:00:00,4.1,15157.0,270,-15.4,56,843
2021-12-28 09:15:00,4.1,15442.5,270,-15.2,56,843
2021-12-28 09:30:00,4.1,15958.5,270,-14.8,55,843
2021-12-28 09:45:00,4.2,16474.5,270,-14.3,54,843
2021-12-28 10:00:00,4.2,16990.5,270,-13.9,53,843
2021-12-28 10:15:00,4.2,17875.5,270,-13.3,51,843
2021-12-28 10:30:00,4.2,19129.5,270,-12.6,49,843
2021-12-28 10:45:00,4.2,20383.0,270,-11.9,46,844
2021-12-28 11:00:00,4.2,21637.0,270,-11.2,44,844
2021-12-28 11:15:00,4.3,22094.0,270,-10.5,42,844
2021-12-28 11:30:00,4.4,23928.85,270,-10.0,41,844
2021-12-28 11:45:00,4.6,25695.6,270,-9.5,39,844
2021-12-28 12:00:00,4.7,29501.5,270,-9.0,38,844
2021-12-28 12:15:00,4.9,38976.3,270,-8.5,36,844
2021-12-28 12:30:00,5.0,55205.0,270,-8.1,35,844
2021-12-28 12:45:00,5.2,64113.4,270,-7.6,34,844
2021-12-28 13:00:00,5.3,68019.9,270,-7.2,33,844
2021-12-28 13:15:00,5.5,72559.5,270,-6.9,32,844
2021-12-28 13:30:00,5.7,77730.9,270,-6.6,31,844
2021-12-28 13:45:00,5.8,82901.0,270,-6.4,30,843
2021-12-28 14:00:00,6.0,88072.4,270,-6.1,29,843
2021-12-28 14:15:00,6.1,91917.8,270,-5.9,28,843
2021-12-28 14:30:00,6.0,94438.5,270,-5.8,28,843
2021-12-28 14:45:00,6.0,96957.9,270,-5.7,27,843
2021-12-28 15:00:00,5.9,99478.6,270,-5.6,27,843
2021-12-28 15:15:00,5.9,100894.3,270,-5.5,27,843
2021-12-28 15:30:00,5.8,101205.0,270,-5.5,27,843
2021-12-28 15:45:00,5.8,98542.0,270,-5.5,28,843
2021-12-28 16:00:00,5.7,78328.0,270,-5.5,28,843
2021-12-28 16:15:00,5.7,62140.8,270,-5.6,28,843
2021-12-28 16:30:00,5.7,53293.1,270,-5.7,29,843
2021-12-28 16:45:00,5.6,44754.0,270,-5.9,29,843
2021-12-28 17:00:00,5.6,39125.0,270,-6.0,30,843
2021-12-28 17:15:00,5.5,35493.0,270,-6.3,31,843
2021-12-28 17:30:00,5.4,34203.5,270,-6.8,32,843
2021-12-28 17:45:00,5.3,32914.0,270,-7.2,34,844
2021-12-28 18:00:00,5.2,31624.5,270,-7.7,35,844
2021-12-28 18:15:00,5.0,30129.0,270,-8.1,37,844
2021-12-28 18:30:00,4.9,28428.0,270,-8.5,38,844
2021-12-28 18:45:00,4.7,26727.5,270,-9.0,40,844
2021-12-28 19:00:00,4.6,25026.5,270,-9.4,41,844
2021-12-28 19:15:00,4.5,23125.0,270,-9.7,42,844
2021-12-28 19:30:00,4.4,21022.5,270,-10.0,43,844
2021-12-28 19:45:00,4.3,18920.5,270,-10.3,44,844
2021-12-28 20:00:00,4.2,16818.0,270,-10.6,45,844
2021-12-28 20:15:00,4.0,15342.0,270,-10.8,45,844
2021-12-28 20:30:00,3.9,14491.5,270,-11.1,46,844
2021-12-28 20:45:00,3.8,13641.5,270,-11.3,46,844
2021-12-28 21:00:00,3.7,12791.0,270,-11.6,47,844
2021-12-28 21:15:00,3.5,12116.5,270,-11.7,47,844
2021-12-28 21:30:00,3.4,11617.5,270,-11.8,47,844
2021-12-28 21:45:00,3.3,11119.0,270,-11.9,47,844
2021-12-28 22:00:00,3.2,10620.0,270,-12.0,47,844
2021-12-28 22:15:00,3.1,10212.5,270,-11.9,46,844
2021-12-28 22:30:00,3.0,9896.0,270,-11.6,45,844
2021-12-28 22:45:00,2.9,9579.5,270,-11.3,44,844
2021-12-28 23:00:00,2.8,9263.0,270,-11.0,43,844
2021-12-28 23:15:00,2.7,8988.0,270,-10.8,42,844
2021-12-28 23:30:00,2.8,8753.5,270,-10.7,42,844
2021-12-28 23:45:00,2.8,8519.5,270,-10.6,41,844
